,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xword,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,connections,0 mistakes = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1 = 4; 2 = 3; 3= 2; 4 = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,1,0.5
,,pyramid,seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,2,0.75
,,bee,non-genius = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,3,0.75
,,,genius = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,4,0.75
,,,queen = 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thursday,5,0.5
,,waffle,# stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friday,6,0.5
,,wordle,unneeded moves; fail = -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,7,0.5
,,keyword,seconds. Each guess over six adds 10 seconds. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,flashback,weekly --  # correct (of 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,xword handicap,,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,75%,75%,50%,50%,50%,50%,75%,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,puz,player,cat.,6/1/2025,6/2/2025,6/3/2025,6/4/2025,6/5/2025,6/6/2025,6/7/2025,6/8/2025,6/9/2025,6/10/2025,6/11/2025,6/12/2025,6/13/2025,6/14/2025,6/15/2025,6/16/2025,6/17/2025,6/18/2025,6/19/2025,6/20/2025,6/21/2025,6/22/2025,6/23/2025,6/24/2025,6/25/2025,6/26/2025,6/27/2025,6/28/2025,6/29/2025,6/30/2025,,,,,month champ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,time x handicap,crossword,sary,raw,757,217.5,1800,1800,1800,1800,1800,1800,279,390,309,444,543,1298.5,734,300,277.5,564.75,476,428,771,850.5,195.75,255.75,575.25,751.5,311,823.5,786.5,225.75,,,,,,,,,
,,,crossword,sal,raw,1330,283,322,1800,1800,1800,1800,1800,1800,258,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,243,,,,,,,,,
,,,crossword,bob,raw,791,220,251,400,469,968,494,990,274,332,394,415,384,836,903,268,241,309,534,398,565,924,261,213,390,566,412,753,1018,185,,,,,,,,,
,,,crossword,stolowd,raw,699,261.75,390.75,1800,429,1000.5,1799.5,748,435.75,453,379.5,362.5,325,507.5,688.5,412.5,256.5,653.25,533.5,352,905.5,952.5,300.75,432.75,484.5,608.5,389,957.5,1148.5,269.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"5,4,3,2,0",connections,sary,raw,0,0,0,0,0,0,0,0,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,3,4,5,4,5,5,,,,,,,,,
,,,connections,sal,raw,5,5,0,0,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,0,0,5,5,5,5,5,5,0,5,5,,,,,,,,,
,,,connections,bob,raw,5,5,5,5,4,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,4,5,0,0,4,,,,,,,,,
,,,connections,stolowd,raw,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seconds,pyramid,sary,raw,300,300,300,300,300,300,300,300,24,46,23,52,17,18,43,39,68,12,11,30,19,10,21,73,44,14,30,28,183,300,,,,,,,,,
,,,pyramid,sal,raw,22,18,184,300,44,11,13,18,17,21,14,9,65,58,16,33,25,23,12,9,8,26,8,12,300,18,19,25,300,11,,,,,,,,,
